1	1	0	88.57143	BM
2	1	1	96.969696	IF
3	1	1	100	SF
4	1	0	93.75	SF
5	1	1	50	IF
6	1	0	100	SF
7	1	3	84.745766	SF
8	1	2	50	IF
9	1	0	80	IF
10	1	2	73.333336	SF
11	1	5	93.40659	SF
12	1	0	100	IF
13	1	6	86.93468	PL
14	1	4	97.619	PL
15	1	1	90	IF
16	1	2	92.68293	SF
17	1	5	87.39496	PL
18	1	0	100	SF
19	1	0	100	IF
20	1	1	100	SF
21	1	1	100	BM
22	1	6	89.961395	BM
23	1	1	100	SF
24	1	1	84.84849	IF
25	1	2	87.5	PL
26	1	2	97.72727	BM
27	1	1	92.30769	BM
28	1	1	94.44444	SF
29	1	2	100	SF
30	1	0	85.106384	IF
31	1	2	90.47619	BM
32	1	1	83.33333	SF
33	1	0	95.2381	IF
34	1	1	81.08108	SF
35	1	4	93.877556	BM
36	1	0	100	SF
37	1	0	92.40506	BM
38	1	2	88.88889	SF
39	1	3	86.08696	SF
40	1	1	96.15385	SF
41	1	1	91.66667	SF
42	1	1	100	SF
43	1	0	100	SF
44	1	1	100	SF
45	1	6	92.10526	PL
46	1	2	86.666664	SF
47	1	4	88.764046	BM
48	1	1	84.210526	BM
49	1	2	87.5	PL
50	1	2	95.652176	BM
51	1	0	90	SF
52	1	0	84.61539	SF
53	1	0	0	SF
54	1	1	93.75	BM
55	1	1	91.30435	BM
56	1	0	100	IF
57	1	0	100	SF
58	1	2	90.32258	IF
59	1	1	92.85714	IF
60	1	0	100	SF
61	1	0	100	SF
62	1	0	91.66667	SF
63	1	1	100	SF
64	1	5	82.29167	BM
65	1	1	100	SF
66	1	1	84.78261	IF
67	1	3	81.39535	BM
68	1	1	100	SF
69	1	0	0	SF
70	1	1	95.652176	SF
71	1	2	82.432434	BM
72	1	0	80	IF
73	1	7	91.8288	IF
74	1	1	95.83333	SF
75	1	0	88.88889	IF
76	1	2	90.52632	SF
77	1	7	78.5276	BM
78	1	3	96.22642	BM
79	1	0	94.117645	SF
80	1	0	100	BM
81	1	1	84.61539	PL
82	1	2	90.32258	BM
83	1	0	87.5	SF
84	1	0	100	SF
85	1	0	84.61539	IF
86	1	0	100	SF
87	1	1	84.32836	BM
88	1	1	93.75	SF
89	1	5	91.17647	BM
90	1	1	78.37838	SF
91	1	2	85.2459	SF
92	1	2	88.46153	SF
93	1	1	93.220345	BM
94	1	0	83.33333	SF
95	1	4	85.35354	BM
96	1	1	84.84849	SF
97	1	0	0	IF
98	1	0	100	IF
99	1	1	94.44444	BM
100	1	1	91.30435	SF
101	1	0	70.588234	SF
102	1	1	100	IF
103	1	0	90	SF
104	1	0	83.82353	BM
105	1	0	90.909096	IF
106	1	0	100	IF
107	1	3	85.71429	BM
108	1	7	89.86486	BM
109	1	6	88.78505	BM
110	1	6	90.21739	BM
111	1	3	93.478264	BM
112	1	2	97.2973	BM
113	1	2	100	SF
114	1	1	100	SF
115	1	1	95.89041	BM
116	1	0	100	SF
117	1	4	91.42857	SF
118	1	1	92.30769	BM
119	1	1	90	SF
120	1	0	100	SF
121	1	1	92.30769	SF
122	1	3	85.71429	BM
123	1	0	100	SF
124	1	1	96.42857	BM
125	1	1	91.17647	SF
126	1	1	77.77778	IF
127	1	0	80	BM
128	1	1	92.30769	SF
136	1	4	92.70073	IF
145	1	0	94.44444	SF
149	1	1	50	SF
157	1	2	68.181816	BM
162	1	13	91.6	BM
165	1	2	90	SF
167	1	1	80	SF
174	1	4	93.478264	SF
175	1	3	100	BM
177	1	1	77.77778	SF
180	1	1	82.051285	SF
181	1	0	100	IF
183	1	2	92.68293	BM
186	1	0	92.85714	IF
189	1	4	92.72727	SF
190	1	0	83.33333	SF
204	1	0	100	IF
205	1	3	93.333336	SF
207	1	5	89.051094	SF
212	1	0	92.30769	BM
222	1	0	90.909096	IF
230	1	5	91.452995	SF
231	1	6	94.05941	BM
247	1	5	90.983604	PL
248	1	3	84.745766	BM
249	1	1	90	SF
253	1	2	86.206894	BM
260	1	2	100	BM
268	1	1	96	SF
271	1	0	84.375	IF
280	1	1	100	SF
395	1	2	93.61702	SF
408	1	1	100	SF
491	1	0	85.71429	IF
545	1	1	83.33333	SF
578	1	0	100	IF
668	1	0	84.61539	IF
691	1	1	94.117645	SF
929	1	0	16.666668	IF
985	1	4	85.92593	SF
1004	1	0	100	SF
1006	1	0	85.54217	SF
1008	1	2	85	PL
1017	1	1	90	SF
1020	1	0	100	IF
1021	1	1	85.454544	BM
1022	1	0	92.85714	SF
1025	1	1	92.59259	BM
1026	1	0	92.85714	SF
1027	1	0	77.77778	SF
1030	1	0	100	SF
1039	1	2	100	IF
1044	1	0	81.25	IF
1061	1	1	89.28571	BM
1066	1	0	93.181816	PL
1069	1	1	95.08197	SF
1070	1	2	93.478264	PL
1072	1	5	73.58491	SF
1073	1	3	87.878784	BM
1074	1	3	97.46835	BM
1083	1	3	87.064674	BM
1087	1	0	90.10989	BM
1091	1	2	92.45283	BM
1095	1	1	75	IF
1096	1	1	82.14286	IF
1098	1	1	87.5	BM
1103	1	1	96.36363	BM
1108	1	0	87.323944	IF
1109	1	1	84.72222	BM
1110	1	1	84.72222	BM
1117	1	0	85.71429	SF
1122	1	0	89.58333	BM
1123	1	3	94.44444	SF
1124	1	1	91.66667	SF
1125	1	0	92.30769	BM
1128	1	1	88.961044	SF
1129	1	0	100	IF
1130	1	1	94.81481	SF
1136	1	1	90.27778	SF
1138	1	1	83.33333	BM
1143	1	1	90.47619	BM
1144	1	2	96.7033	BM
1151	1	3	66.129036	BM
1154	1	0	66.66667	SF
1155	1	3	96.61017	BM
1159	1	0	100	SF
1160	1	0	88.70968	SF
1163	1	2	95	SF
1166	1	2	96.969696	SF
1167	1	2	94.44444	PL
1168	1	1	91.66667	BM
1172	1	0	100	SF
1173	1	0	93.91304	SF
1174	1	0	100	IF
1176	1	5	85.4251	IF
1177	1	1	85.71429	SF
1178	1	0	54.545456	SF
1179	1	0	85.71429	IF
1180	1	0	75	IF
1181	1	0	78.57143	IF
1183	1	0	85	IF
1188	1	0	95	SF
1190	1	1	80.55556	IF
1192	1	0	91.66667	IF
1193	1	0	100	IF
1194	1	1	80	SF
1195	1	1	100	SF
1196	1	1	89.28571	BM
1199	1	0	73.07692	SF
1200	1	0	89.47369	SF
1201	1	1	75	BM
1202	1	0	83.33333	SF
1203	1	0	83.33333	IF
1205	1	0	80	IF
1206	1	0	64	IF
1207	1	0	100	IF
1209	1	1	93.333336	SF
1210	1	1	90	IF
1211	1	0	82.608696	SF
1215	1	0	100	SF
1216	1	0	89.47369	SF
1227	1	1	81.818184	SF
1228	1	1	83.78378	SF
1229	1	1	100	SF
1230	1	1	100	SF
1234	1	0	88	SF
1235	1	3	83.33333	IF
1236	1	0	87.5	SF
1237	1	0	95	BM
1238	1	0	86.666664	SF
1240	1	1	85.71429	SF
1241	1	1	100	BM
1243	1	0	83.33333	IF
1250	1	1	96.15385	BM
1261	1	1	55.555557	SF
1262	1	1	100	SF
1269	1	2	92.30769	BM
1274	1	0	95.454544	SF
1295	1	3	81.97674	IF
1296	1	1	95	SF
1297	1	4	94.63415	SF
1298	1	1	98	SF
1299	1	2	70	BM
1303	1	0	94.44444	PL
1304	1	1	92.517006	SF
1308	1	1	89.79591	SF
1309	1	1	86.56716	SF
1311	1	0	90.47619	IF
1314	1	0	84.7619	SF
1322	1	0	85.07463	IF
1324	1	1	61.290325	SF
1326	1	1	66.66667	SF
1327	1	0	70	SF
1328	1	0	100	SF
1330	1	0	100	SF
1333	1	1	87.70053	IF
1335	1	0	91.860466	SF
1337	1	2	60.000004	BM
1338	1	1	95.83333	SF
1339	1	0	99.06542	SF
1340	1	0	86.36364	SF
1341	1	0	70	SF
1348	1	1	91.42857	SF
1349	1	0	100	IF
1350	1	2	77.77778	IF
1352	1	2	89.74359	BM
1379	1	3	94.117645	SF
1380	1	1	84.31373	IF
1385	1	6	91.78082	SF
1388	1	0	100	IF
1389	1	0	25	IF
1392	1	0	85.9375	BM
1396	1	1	94.166664	BM
1398	1	1	94.59459	IF
1400	1	1	93.10345	IF
1409	1	0	69.230774	IF
1414	1	3	94.50549	IF
1422	1	3	94.44444	SF
1423	1	3	94.230774	SF
1427	1	0	90.909096	SF
1428	1	0	0	SF
1429	1	1	96	BM
1430	1	3	83.809525	SF
1433	1	0	98.3871	PL
1437	1	2	97.560974	PL
1440	1	2	90.909096	BM
1467	1	0	100	SF
1469	1	1	50	SF
1471	1	0	100	SF
1479	1	0	100	SF
1483	1	0	100	IF
1491	1	3	75.2	BM
1496	1	1	83.33333	BM
1498	1	0	85.71429	IF
1500	1	3	88.88889	BM
1501	1	0	82.35294	IF
1504	1	0	88.2353	BM
1505	1	2	96.969696	BM
1521	1	0	100	IF
1544	1	1	86.79245	BM
1566	1	1	96.61017	SF
1581	1	1	100	BM
1607	1	1	94.59459	SF
1620	1	0	75.55556	BM
1629	1	1	91.228065	BM
1648	1	1	94.308945	BM
1649	1	0	76.59575	BM
1657	1	1	89.28571	BM
1683	1	2	82.03125	BM
1693	1	2	86.86868	SF
1699	1	0	80.434784	SF
1706	1	1	88.8	SF
1712	1	0	90.909096	IF
1716	1	2	88.31169	BM
1718	1	1	97.560974	BM
1727	1	0	93.93939	BM
1739	1	2	91.42857	IF
1755	1	1	86.11111	IF
1776	1	2	87.17949	IF
1788	1	1	94.871796	SF
1818	1	0	93.43066	SF
