1	1	84,61539
1	13	91,6
1	4	93,478264
1	3	100
1	1	77,77778
1	1	82,051285
1	2	92,68293
1	4	92,72727
1	0	83,33333
1	3	93,333336
1	5	89,051094
1	0	92,30769
1	5	91,452995
1	6	94,05941
1	5	90,983604
1	3	84,745766
1	1	90
1	2	86,206894
1	2	100
1	1	96
1	1	100
1	2	93,61702
1	1	100
1	1	83,33333
1	0	100
1	0	84,61539
1	1	94,117645
1	4	85,92593
1	6	91,78082
1	0	25
1	1	94,59459
1	1	93,10345
1	0	69,230774
1	3	94,50549
1	3	94,44444
1	3	94,230774
1	0	90,909096
1	0	0
1	3	83,809525
1	2	97,560974
1	0	100
1	1	50
1	0	100
1	0	100
1	0	100
1	0	85,71429
1	0	82,35294
1	0	100
1	1	86,79245
1	1	96,61017
1	1	100
1	1	94,59459
1	0	75,55556
1	1	91,228065
1	1	94,308945
1	0	76,59575
1	1	89,28571
1	2	82,03125
1	2	86,86868
1	0	80,434784
1	1	88,8
1	0	90,909096
1	2	88,31169
1	1	97,560974
1	0	93,93939
1	2	91,42857
1	1	86,11111
1	2	87,17949
1	1	94,871796
1	0	93,43066
1	1	86,17021
