1	0	88.57143
1	0	96.969696
1	0	100
1	0	93.75
1	0	50
1	0	100
1	1	84.745766
1	0	50
1	0	80
1	1	73.333336
1	0	93.40659
1	0	100
1	2	86.93468
1	1	97.619
1	0	90
1	0	92.68293
1	2	87.39496
1	0	100
1	0	100
1	0	100
1	0	100
1	0	89.961395
1	0	100
1	0	84.84849
1	2	87.5
1	0	97.72727
1	0	92.30769
1	0	94.44444
1	0	100
1	0	85.106384
1	0	90.47619
1	1	83.33333
1	0	95.2381
1	0	81.08108
1	1	93.877556
1	0	100
1	0	92.40506
1	0	88.88889
1	0	86.08696
1	1	96.15385
1	0	91.66667
1	0	100
1	0	100
1	0	100
1	0	92.10526
1	0	86.666664
1	1	88.764046
1	0	84.210526
1	0	87.5
1	0	95.652176
1	0	90
1	0	84.61539
1	0	0
1	0	93.75
1	0	91.30435
1	0	100
1	0	100
1	0	90.32258
1	1	92.85714
1	0	100
1	0	100
1	0	91.66667
1	0	100
1	2	82.29167
1	0	100
1	0	84.78261
1	1	81.39535
1	0	100
1	0	0
1	0	95.652176
1	1	82.432434
1	0	80
1	2	91.8288
1	0	95.83333
1	0	88.88889
1	0	90.52632
1	2	78.5276
1	0	96.22642
1	0	94.117645
1	0	100
1	0	90.32258
1	0	87.5
1	0	100
1	0	84.61539
1	0	100
1	1	84.32836
1	0	93.75
1	0	91.17647
1	0	78.37838
1	0	85.2459
1	0	88.46153
1	0	93.220345
1	0	83.33333
1	1	85.35354
1	0	84.84849
1	0	0
1	0	100
1	0	94.44444
1	0	91.30435
1	0	70.588234
1	0	100
1	0	90
1	0	83.82353
1	0	90.909096
1	0	100
1	0	85.71429
1	0	89.86486
1	0	88.78505
1	0	90.21739
1	2	93.478264
1	0	97.2973
1	1	100
1	0	100
1	0	95.89041
1	0	100
1	0	91.42857
1	0	92.30769
1	0	90
1	0	100
1	0	92.30769
1	0	85.71429
1	0	100
1	2	96.42857
1	1	91.17647
1	0	77.77778
1	0	80
1	0	92.30769
1	2	92.70073
1	1	94.44444
1	0	50
1	0	68.181816
1	0	90
1	0	80
1	0	100
1	0	92.85714
1	0	100
1	0	90.909096
1	0	84.375
1	0	85.71429
1	0	100
1	0	85.54217
1	1	85
1	0	90
1	0	100
1	0	85.454544
1	0	92.85714
1	1	92.59259
1	0	92.85714
1	0	77.77778
1	0	100
1	0	100
1	0	81.25
1	1	89.28571
1	0	93.181816
1	0	95.08197
1	1	93.478264
1	0	73.58491
1	0	87.878784
1	0	97.46835
1	2	87.064674
1	0	90.10989
1	0	92.45283
1	0	75
1	0	82.14286
1	0	87.5
1	0	96.36363
1	0	87.323944
1	0	84.72222
1	0	84.72222
1	0	85.71429
1	0	89.58333
1	1	94.44444
1	1	91.66667
1	0	92.30769
1	0	88.961044
1	0	100
1	0	94.81481
1	2	90.27778
1	0	83.33333
1	0	90.47619
1	0	96.7033
1	0	66.129036
1	0	66.66667
1	0	96.61017
1	0	100
1	0	88.70968
1	0	95
1	0	96.969696
1	0	94.44444
1	0	91.66667
1	0	100
1	0	93.91304
1	0	100
1	0	85.4251
1	0	85.71429
1	0	54.545456
1	0	85.71429
1	0	75
1	0	78.57143
1	0	85
1	0	95
1	0	80.55556
1	0	91.66667
1	0	100
1	0	80
1	0	100
1	1	89.28571
1	0	73.07692
1	0	89.47369
1	0	75
1	0	83.33333
1	0	83.33333
1	0	80
1	0	64
1	0	100
1	0	93.333336
1	0	90
1	0	82.608696
1	0	100
1	0	89.47369
1	0	81.818184
1	0	83.78378
1	0	100
1	0	100
1	0	88
1	0	83.33333
1	0	87.5
1	0	95
1	0	86.666664
1	1	85.71429
1	0	100
1	0	83.33333
1	1	96.15385
1	0	55.555557
1	0	100
1	0	92.30769
1	0	95.454544
1	0	81.97674
1	0	95
1	1	94.63415
1	0	98
1	0	70
1	0	94.44444
1	0	92.517006
1	0	89.79591
1	0	86.56716
1	0	90.47619
1	0	84.7619
1	0	85.07463
1	0	61.290325
1	0	66.66667
1	0	70
1	0	100
1	0	100
1	0	87.70053
1	0	91.860466
1	0	60.000004
1	0	95.83333
1	0	99.06542
1	0	86.36364
1	0	70
1	0	91.42857
1	0	100
1	1	77.77778
1	0	89.74359
1	0	94.117645
1	0	84.31373
1	0	100
1	0	85.9375
1	0	94.166664
1	0	96
1	0	98.3871
1	0	90.909096
1	0	75.2
1	1	83.33333
1	1	88.88889
1	0	88.2353
1	0	96.969696
