1	0	88.57143	BM
1	0	96.969696	IF
1	0	100	SF
1	0	93.75	SF
1	0	50	IF
1	0	100	SF
1	1	84.745766	SF
1	0	50	IF
1	0	80	IF
1	1	73.333336	SF
1	0	93.40659	SF
1	0	100	IF
1	2	86.93468	PL
1	1	97.619	PL
1	0	90	IF
1	0	92.68293	SF
1	2	87.39496	PL
1	0	100	SF
1	0	100	IF
1	0	100	SF
1	0	100	BM
1	0	89.961395	BM
1	0	100	SF
1	0	84.84849	IF
1	2	87.5	PL
1	0	97.72727	BM
1	0	92.30769	BM
1	0	94.44444	SF
1	0	100	SF
1	0	85.106384	IF
1	0	90.47619	BM
1	1	83.33333	SF
1	0	95.2381	IF
1	0	81.08108	SF
1	1	93.877556	BM
1	0	100	SF
1	0	92.40506	BM
1	0	88.88889	SF
1	0	86.08696	SF
1	1	96.15385	SF
1	0	91.66667	SF
1	0	100	SF
1	0	100	SF
1	0	100	SF
1	0	92.10526	PL
1	0	86.666664	SF
1	1	88.764046	BM
1	0	84.210526	BM
1	0	87.5	PL
1	0	95.652176	BM
1	0	90	SF
1	0	84.61539	SF
1	0	0	SF
1	0	93.75	BM
1	0	91.30435	BM
1	0	100	IF
1	0	100	SF
1	0	90.32258	IF
1	1	92.85714	IF
1	0	100	SF
1	0	100	SF
1	0	91.66667	SF
1	0	100	SF
1	2	82.29167	BM
1	0	100	SF
1	0	84.78261	IF
1	1	81.39535	BM
1	0	100	SF
1	0	0	SF
1	0	95.652176	SF
1	1	82.432434	BM
1	0	80	IF
1	2	91.8288	IF
1	0	95.83333	SF
1	0	88.88889	IF
1	0	90.52632	SF
1	2	78.5276	BM
1	0	96.22642	BM
1	0	94.117645	SF
1	0	100	BM
1	1	84.61539	PL
1	0	90.32258	BM
1	0	87.5	SF
1	0	100	SF
1	0	84.61539	IF
1	0	100	SF
1	1	84.32836	BM
1	0	93.75	SF
1	0	91.17647	BM
1	0	78.37838	SF
1	0	85.2459	SF
1	0	88.46153	SF
1	0	93.220345	BM
1	0	83.33333	SF
1	1	85.35354	BM
1	0	84.84849	SF
1	0	0	IF
1	0	100	IF
1	0	94.44444	BM
1	0	91.30435	SF
1	0	70.588234	SF
1	0	100	IF
1	0	90	SF
1	0	83.82353	BM
1	0	90.909096	IF
1	0	100	IF
1	0	85.71429	BM
1	0	89.86486	BM
1	0	88.78505	BM
1	0	90.21739	BM
1	2	93.478264	BM
1	0	97.2973	BM
1	1	100	SF
1	0	100	SF
1	0	95.89041	BM
1	0	100	SF
1	0	91.42857	SF
1	0	92.30769	BM
1	0	90	SF
1	0	100	SF
1	0	92.30769	SF
1	0	85.71429	BM
1	0	100	SF
1	2	96.42857	BM
1	1	91.17647	SF
1	0	77.77778	IF
1	0	80	BM
1	0	92.30769	SF
1	2	92.70073	IF
1	1	94.44444	SF
1	0	50	SF
1	0	68.181816	BM
1	1	91.6	BM
1	0	90	SF
1	0	80	SF
1	0	93.478264	SF
1	0	100	BM
1	0	77.77778	SF
1	0	82.051285	SF
1	0	100	IF
1	0	92.68293	BM
1	0	92.85714	IF
1	2	92.72727	SF
1	0	83.33333	SF
1	0	100	IF
1	1	93.333336	SF
1	1	89.051094	SF
