1	0	92.30769	BM
1	0	90.909096	IF
1	0	91.452995	SF
1	2	94.05941	BM
1	0	90.983604	PL
1	0	84.745766	BM
1	1	90	SF
1	1	86.206894	BM
1	0	100	BM
1	0	96	SF
1	0	84.375	IF
1	0	100	SF
1	1	93.61702	SF
1	0	100	SF
1	0	85.71429	IF
1	0	83.33333	SF
1	0	100	IF
1	0	84.61539	IF
1	0	94.117645	SF
1	1	85.92593	SF
1	0	100	SF
1	0	85.54217	SF
1	1	85	PL
1	0	90	SF
1	0	100	IF
1	0	85.454544	BM
1	0	92.85714	SF
1	1	92.59259	BM
1	0	92.85714	SF
1	0	77.77778	SF
1	0	100	SF
1	0	100	IF
1	0	81.25	IF
1	1	89.28571	BM
1	0	93.181816	PL
1	0	95.08197	SF
1	1	93.478264	PL
1	0	73.58491	SF
1	0	87.878784	BM
1	0	97.46835	BM
1	2	87.064674	BM
1	0	90.10989	BM
1	0	92.45283	BM
1	0	75	IF
1	0	82.14286	IF
1	0	87.5	BM
1	0	96.36363	BM
1	0	87.323944	IF
1	0	84.72222	BM
1	0	84.72222	BM
1	0	85.71429	SF
1	0	89.58333	BM
1	1	94.44444	SF
1	1	91.66667	SF
1	0	92.30769	BM
1	0	88.961044	SF
1	0	100	IF
1	0	94.81481	SF
1	2	90.27778	SF
1	0	83.33333	BM
1	0	90.47619	BM
1	0	96.7033	BM
1	0	66.129036	BM
1	0	66.66667	SF
1	0	96.61017	BM
1	0	100	SF
1	0	88.70968	SF
1	0	95	SF
1	0	96.969696	SF
1	0	94.44444	PL
1	0	91.66667	BM
1	0	100	SF
1	0	93.91304	SF
1	0	100	IF
1	0	85.4251	IF
1	0	85.71429	SF
1	0	54.545456	SF
1	0	85.71429	IF
1	0	75	IF
1	0	78.57143	IF
1	0	85	IF
1	0	95	SF
1	0	80.55556	IF
1	0	91.66667	IF
1	0	100	IF
1	0	80	SF
1	0	100	SF
1	1	89.28571	BM
1	0	73.07692	SF
1	0	89.47369	SF
1	0	75	BM
1	0	83.33333	SF
1	0	83.33333	IF
1	0	80	IF
1	0	64	IF
1	0	100	IF
1	0	93.333336	SF
1	0	90	IF
1	0	82.608696	SF
1	0	100	SF
1	0	89.47369	SF
1	0	81.818184	SF
1	0	83.78378	SF
1	0	100	SF
1	0	100	SF
1	0	88	SF
1	0	83.33333	IF
1	0	87.5	SF
1	0	95	BM
1	0	86.666664	SF
1	1	85.71429	SF
1	0	100	BM
1	0	83.33333	IF
1	1	96.15385	BM
1	0	55.555557	SF
1	0	100	SF
1	0	92.30769	BM
1	0	95.454544	SF
1	0	81.97674	IF
1	0	95	SF
1	1	94.63415	SF
1	0	98	SF
1	0	70	BM
1	0	94.44444	PL
1	0	92.517006	SF
1	0	89.79591	SF
1	0	86.56716	SF
1	0	90.47619	IF
1	0	84.7619	SF
1	0	85.07463	IF
1	0	61.290325	SF
1	0	66.66667	SF
1	0	70	SF
1	0	100	SF
1	0	100	SF
1	0	87.70053	IF
1	0	91.860466	SF
1	0	60.000004	BM
1	0	95.83333	SF
1	0	99.06542	SF
1	0	86.36364	SF
1	0	70	SF
1	0	91.42857	SF
1	0	100	IF
1	1	77.77778	IF
1	0	89.74359	BM
1	0	94.117645	SF
1	0	84.31373	IF
1	0	91.78082	SF
1	0	100	IF
1	0	25	IF
1	0	85.9375	BM
1	0	94.166664	BM
1	0	94.59459	IF
1	0	93.10345	IF
1	0	69.230774	IF
1	0	94.50549	IF
1	1	94.44444	SF
1	1	94.230774	SF
1	0	90.909096	SF
1	0	0	SF
1	0	96	BM
1	1	83.809525	SF
1	0	98.3871	PL
1	0	97.560974	PL
1	0	90.909096	BM
1	0	100	SF
1	0	50	SF
1	0	100	SF
1	0	100	SF
1	0	100	IF
1	0	75.2	BM
1	1	83.33333	BM
1	0	85.71429	IF
1	1	88.88889	BM
1	0	82.35294	IF
1	0	88.2353	BM
1	0	96.969696	BM
1	0	100	IF
1	0	86.79245	BM
1	0	96.61017	SF
1	0	100	BM
1	0	94.59459	SF
1	0	75.55556	BM
1	0	91.228065	BM
1	0	94.308945	BM
1	0	76.59575	BM
1	1	89.28571	BM
1	0	82.03125	BM
1	0	86.86868	SF
1	0	80.434784	SF
1	0	88.8	SF
1	0	90.909096	IF
1	1	88.31169	BM
1	0	97.560974	BM
1	0	93.93939	BM
1	0	91.42857	IF
1	0	86.11111	IF
1	0	87.17949	IF
1	0	94.871796	SF
1	0	93.43066	SF
1	0	86.17021	IF
